InvoiceApprovalDate,SalesOrderId,CustomerId,Remarks,InvoiceAmount,FullyPaid,PartlyPaid,Transactions,AmountPaid,AmountDue,PaidPercent,LastPaymentDate,DaysToPay,PaidInvoice,TransacRecords,PaidInvoicesNo,PaidInvoicesTotal,LatePaidInvoicesNo,LatePaidInvoicesTotal,LateInvoiceAmounts,TotalDaysPaidLate,NoOutstandingInvoices,NoLateOutstandingInvoices,OutstandingTotal,LateOutstandingTotal,LateOutstandingAmounts,TotalDaysLateOutstanding,RatioPaidLate,RatioPaidLateSum,RatioOutstandingLate,RatioOutstandingLateSum,label
2021-02-19,cceb7c28-36e4-470b-abfa-7667bac9103d,6a1cf0d3-11dd-4b06-400d-08d8a57bf0af,Kindly approve Sir,63000.0,True,False,"[[Timestamp('2021-02-19 00:00:00'), 63000.0]]",63000.0,0.0,100.0,2021-02-19,0,1,"[[Timestamp('2021-01-14 00:00:00'), 45000.0, 100.0, Timestamp('2021-01-14 00:00:00'), 0], [Timestamp('2021-01-29 00:00:00'), 150000.0, 100.0, Timestamp('2021-01-29 00:00:00'), 0], [Timestamp('2021-02-19 00:00:00'), 63000.0, 100.0, Timestamp('2021-02-19 00:00:00'), 0], [Timestamp('2021-03-19 00:00:00'), 450000.0, 100.0, Timestamp('2021-03-19 00:00:00'), 0], [Timestamp('2021-04-16 00:00:00'), 1550000.0, 100.0, Timestamp('2021-04-16 00:00:00'), 0]]",2,195000.0,0,0.0,,0,0,0,0.0,0.0,,0,0.0,0.0,,,
2021-03-19,a4c1a8fb-3ddc-4b19-bc3f-2a496bddab72,6a1cf0d3-11dd-4b06-400d-08d8a57bf0af,Kindly approve Sir,450000.0,True,False,"[[Timestamp('2021-03-19 00:00:00'), 450000.0]]",450000.0,0.0,100.0,2021-03-19,0,1,"[[Timestamp('2021-01-14 00:00:00'), 45000.0, 100.0, Timestamp('2021-01-14 00:00:00'), 0], [Timestamp('2021-01-29 00:00:00'), 150000.0, 100.0, Timestamp('2021-01-29 00:00:00'), 0], [Timestamp('2021-02-19 00:00:00'), 63000.0, 100.0, Timestamp('2021-02-19 00:00:00'), 0], [Timestamp('2021-03-19 00:00:00'), 450000.0, 100.0, Timestamp('2021-03-19 00:00:00'), 0], [Timestamp('2021-04-16 00:00:00'), 1550000.0, 100.0, Timestamp('2021-04-16 00:00:00'), 0]]",3,258000.0,0,0.0,,0,0,0,0.0,0.0,,0,0.0,0.0,,,
2021-04-16,3bbf990b-e830-4b6b-8394-bd5b2ddd5af6,6a1cf0d3-11dd-4b06-400d-08d8a57bf0af,Kindly approve Sir,1550000.0,True,False,"[[Timestamp('2021-04-16 00:00:00'), 1550000.0]]",1550000.0,0.0,100.0,2021-04-16,0,1,"[[Timestamp('2021-01-14 00:00:00'), 45000.0, 100.0, Timestamp('2021-01-14 00:00:00'), 0], [Timestamp('2021-01-29 00:00:00'), 150000.0, 100.0, Timestamp('2021-01-29 00:00:00'), 0], [Timestamp('2021-02-19 00:00:00'), 63000.0, 100.0, Timestamp('2021-02-19 00:00:00'), 0], [Timestamp('2021-03-19 00:00:00'), 450000.0, 100.0, Timestamp('2021-03-19 00:00:00'), 0], [Timestamp('2021-04-16 00:00:00'), 1550000.0, 100.0, Timestamp('2021-04-16 00:00:00'), 0]]",4,708000.0,0,0.0,,0,0,0,0.0,0.0,,0,0.0,0.0,,,
2021-01-25,c06300d4-1cee-4eee-93b2-d4cb0ecf5a38,6accf27a-27cc-46e3-8204-08d8bf40796c,,553000.0,False,True,"[[Timestamp('2021-01-25 00:00:00'), 550000.0]]",550000.0,3000.0,99.45750452079564,2021-01-25,0,-1,"[[Timestamp('2021-01-25 00:00:00'), 553000.0, 99.45750452079564, Timestamp('2021-01-25 00:00:00'), 0], [Timestamp('2021-04-02 00:00:00'), 325000.0, 100.0, Timestamp('2021-04-02 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-04-02,105ef0b0-75f1-4ef8-83ad-b432adeb3d98,6accf27a-27cc-46e3-8204-08d8bf40796c,,325000.0,True,False,"[[Timestamp('2021-04-02 00:00:00'), 325000.0]]",325000.0,0.0,100.0,2021-04-02,0,1,"[[Timestamp('2021-01-25 00:00:00'), 553000.0, 99.45750452079564, Timestamp('2021-01-25 00:00:00'), 0], [Timestamp('2021-04-02 00:00:00'), 325000.0, 100.0, Timestamp('2021-04-02 00:00:00'), 0]]",1,553000.0,0,0.0,,0,0,0,0.0,0.0,,0,0.0,0.0,,,
2021-02-13,3cb2ec6c-2033-408d-a6f6-3584b50b3ceb,6b40e964-1d3b-4998-87f1-31aff0298a83,kindly approve ,40000.0,True,False,"[[Timestamp('2021-02-13 00:00:00'), 40000.0]]",40000.0,0.0,100.0,2021-02-13,0,-1,"[[Timestamp('2021-02-13 00:00:00'), 40000.0, 100.0, Timestamp('2021-02-13 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-04-26,7a16b6ec-00b6-49ce-9c22-484363abace6,6c0a637a-90c5-4fcc-2189-08d9138777f3,Kindly approve ,80000.0,True,False,"[[Timestamp('2021-04-26 00:00:00'), 80000.0]]",80000.0,0.0,100.0,2021-04-26,0,-1,"[[Timestamp('2021-04-26 00:00:00'), 80000.0, 100.0, Timestamp('2021-04-26 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-04-29,fe60a897-6452-49c2-8d6d-6a00511631fa,6c1c2255-860d-4ad3-5b24-08d8ce7584a2,,1200000.0,True,False,"[[Timestamp('2021-04-29 00:00:00'), 1200000.0]]",1200000.0,0.0,100.0,2021-04-29,0,-1,"[[Timestamp('2021-04-29 00:00:00'), 1200000.0, 100.0, Timestamp('2021-04-29 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-02-08,a43cff99-62e7-4628-b5da-11e3d6bda131,6c230a6e-1f8d-43df-4358-08d8c360b3bd,,27500.0,True,False,"[[Timestamp('2021-02-08 00:00:00'), 27500.0]]",27500.0,0.0,100.0,2021-02-08,0,-1,"[[Timestamp('2021-02-08 00:00:00'), 27500.0, 100.0, Timestamp('2021-02-08 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-04-26,1cd4c288-d2f6-4c28-bc9f-303e1ecb8cfa,6c303fb5-3d93-4b65-c00e-08d8b8c62267,,40000.0,True,False,"[[Timestamp('2021-04-26 00:00:00'), 40000.0]]",40000.0,0.0,100.0,2021-04-26,0,-1,"[[Timestamp('2021-04-26 00:00:00'), 40000.0, 100.0, Timestamp('2021-04-26 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-02-08,e399f1ba-107f-4082-9539-675d065e5404,6d7be85b-44c9-481f-0c3a-08d8615dff18,,1610000.0,True,False,"[[Timestamp('2021-02-08 00:00:00'), 1610000.0]]",1610000.0,0.0,100.0,2021-02-08,0,-1,"[[Timestamp('2021-02-08 00:00:00'), 1610000.0, 100.0, Timestamp('2021-02-08 00:00:00'), 0], [Timestamp('2021-02-24 00:00:00'), 300300.0, 99.9000999000999, Timestamp('2021-02-24 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-02-24,a38a32f2-5659-48b4-b35f-f92a0b4ebecc,6d7be85b-44c9-481f-0c3a-08d8615dff18,,300300.0,False,True,"[[Timestamp('2021-02-24 00:00:00'), 300000.0]]",300000.0,300.0,99.9000999000999,2021-02-24,0,1,"[[Timestamp('2021-02-08 00:00:00'), 1610000.0, 100.0, Timestamp('2021-02-08 00:00:00'), 0], [Timestamp('2021-02-24 00:00:00'), 300300.0, 99.9000999000999, Timestamp('2021-02-24 00:00:00'), 0]]",1,1610000.0,0,0.0,,0,0,0,0.0,0.0,,0,0.0,0.0,,,
2021-03-02,b9f06ad2-cbf6-4d1c-bf45-7a5ae74c52c4,6e63213d-74a0-4342-0c2f-08d8615dff18,,181500.0,True,False,"[[Timestamp('2021-03-02 00:00:00'), 181500.0]]",181500.0,0.0,100.0,2021-03-02,0,-1,"[[Timestamp('2021-03-02 00:00:00'), 181500.0, 100.0, Timestamp('2021-03-02 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-04-21,4d2bf43a-5981-46ba-97a2-b0a482ce4a6f,6fbf4229-52cd-4f44-a605-2204ae8941a6,,40000.0,True,False,"[[Timestamp('2021-04-21 00:00:00'), 40000.0]]",40000.0,0.0,100.0,2021-04-21,0,-1,"[[Timestamp('2021-04-21 00:00:00'), 40000.0, 100.0, Timestamp('2021-04-21 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-01-09,15bc7455-eb8b-48a2-9b8b-c81bd3a68434,700f1f91-3961-4e58-5b5d-08d8b45f5192,,1451225.0,True,False,"[[Timestamp('2021-01-09 00:00:00'), 350000.0], [Timestamp('2021-01-14 00:00:00'), 875000.0], [Timestamp('2021-03-04 00:00:00'), 226225.0]]",1451225.0,0.0,100.0,2021-03-04,54,-1,"[[Timestamp('2021-01-09 00:00:00'), 1451225.0, 100.0, Timestamp('2021-03-04 00:00:00'), 54], [Timestamp('2021-01-12 00:00:00'), 875875.0, 99.9000999000999, Timestamp('2021-01-12 00:00:00'), 0], [Timestamp('2021-01-19 00:00:00'), 350350.0, 99.9000999000999, Timestamp('2021-01-19 00:00:00'), 0], [Timestamp('2021-01-26 00:00:00'), 320000.0, 100.0, Timestamp('2021-01-26 00:00:00'), 0], [Timestamp('2021-02-05 00:00:00'), 175175.0, 100.0, Timestamp('2021-03-04 00:00:00'), 27], [Timestamp('2021-02-05 00:00:00'), 375000.0, 100.0, Timestamp('2021-02-05 00:00:00'), 0], [Timestamp('2021-03-02 00:00:00'), 4125000.0, 100.0, Timestamp('2021-03-04 00:00:00'), 2]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,31-60
2021-01-12,6c3b7092-c0d7-4dc5-92e6-cd41d1ca64c0,700f1f91-3961-4e58-5b5d-08d8b45f5192,,875875.0,False,True,"[[Timestamp('2021-01-12 00:00:00'), 875000.0]]",875000.0,875.0,99.9000999000999,2021-01-12,0,0,"[[Timestamp('2021-01-09 00:00:00'), 1451225.0, 100.0, Timestamp('2021-03-04 00:00:00'), 54], [Timestamp('2021-01-12 00:00:00'), 875875.0, 99.9000999000999, Timestamp('2021-01-12 00:00:00'), 0], [Timestamp('2021-01-19 00:00:00'), 350350.0, 99.9000999000999, Timestamp('2021-01-19 00:00:00'), 0], [Timestamp('2021-01-26 00:00:00'), 320000.0, 100.0, Timestamp('2021-01-26 00:00:00'), 0], [Timestamp('2021-02-05 00:00:00'), 175175.0, 100.0, Timestamp('2021-03-04 00:00:00'), 27], [Timestamp('2021-02-05 00:00:00'), 375000.0, 100.0, Timestamp('2021-02-05 00:00:00'), 0], [Timestamp('2021-03-02 00:00:00'), 4125000.0, 100.0, Timestamp('2021-03-04 00:00:00'), 2]]",0,0.0,0,0.0,,0,1,0,1451225.0,0.0,,0,,,0.0,0.0,
2021-01-19,695ba887-5a94-484c-8f47-6e9ac02abac1,700f1f91-3961-4e58-5b5d-08d8b45f5192,,350350.0,False,True,"[[Timestamp('2021-01-19 00:00:00'), 350000.0]]",350000.0,350.0,99.9000999000999,2021-01-19,0,1,"[[Timestamp('2021-01-09 00:00:00'), 1451225.0, 100.0, Timestamp('2021-03-04 00:00:00'), 54], [Timestamp('2021-01-12 00:00:00'), 875875.0, 99.9000999000999, Timestamp('2021-01-12 00:00:00'), 0], [Timestamp('2021-01-19 00:00:00'), 350350.0, 99.9000999000999, Timestamp('2021-01-19 00:00:00'), 0], [Timestamp('2021-01-26 00:00:00'), 320000.0, 100.0, Timestamp('2021-01-26 00:00:00'), 0], [Timestamp('2021-02-05 00:00:00'), 175175.0, 100.0, Timestamp('2021-03-04 00:00:00'), 27], [Timestamp('2021-02-05 00:00:00'), 375000.0, 100.0, Timestamp('2021-02-05 00:00:00'), 0], [Timestamp('2021-03-02 00:00:00'), 4125000.0, 100.0, Timestamp('2021-03-04 00:00:00'), 2]]",1,875875.0,0,0.0,,0,1,0,1451225.0,0.0,,0,0.0,0.0,0.0,0.0,
2021-01-26,5fa4f5b6-8375-4cf2-9b3d-f69fc8866055,700f1f91-3961-4e58-5b5d-08d8b45f5192,,320000.0,True,False,"[[Timestamp('2021-01-26 00:00:00'), 320000.0]]",320000.0,0.0,100.0,2021-01-26,0,1,"[[Timestamp('2021-01-09 00:00:00'), 1451225.0, 100.0, Timestamp('2021-03-04 00:00:00'), 54], [Timestamp('2021-01-12 00:00:00'), 875875.0, 99.9000999000999, Timestamp('2021-01-12 00:00:00'), 0], [Timestamp('2021-01-19 00:00:00'), 350350.0, 99.9000999000999, Timestamp('2021-01-19 00:00:00'), 0], [Timestamp('2021-01-26 00:00:00'), 320000.0, 100.0, Timestamp('2021-01-26 00:00:00'), 0], [Timestamp('2021-02-05 00:00:00'), 175175.0, 100.0, Timestamp('2021-03-04 00:00:00'), 27], [Timestamp('2021-02-05 00:00:00'), 375000.0, 100.0, Timestamp('2021-02-05 00:00:00'), 0], [Timestamp('2021-03-02 00:00:00'), 4125000.0, 100.0, Timestamp('2021-03-04 00:00:00'), 2]]",2,1226225.0,0,0.0,,0,1,0,1451225.0,0.0,,0,0.0,0.0,0.0,0.0,
2021-02-05,54b717c9-42d1-421a-abc7-1ad11dfdb9b3,700f1f91-3961-4e58-5b5d-08d8b45f5192,,175175.0,True,False,"[[Timestamp('2021-03-04 00:00:00'), 175175.0]]",175175.0,0.0,100.0,2021-03-04,27,1,"[[Timestamp('2021-01-09 00:00:00'), 1451225.0, 100.0, Timestamp('2021-03-04 00:00:00'), 54], [Timestamp('2021-01-12 00:00:00'), 875875.0, 99.9000999000999, Timestamp('2021-01-12 00:00:00'), 0], [Timestamp('2021-01-19 00:00:00'), 350350.0, 99.9000999000999, Timestamp('2021-01-19 00:00:00'), 0], [Timestamp('2021-01-26 00:00:00'), 320000.0, 100.0, Timestamp('2021-01-26 00:00:00'), 0], [Timestamp('2021-02-05 00:00:00'), 175175.0, 100.0, Timestamp('2021-03-04 00:00:00'), 27], [Timestamp('2021-02-05 00:00:00'), 375000.0, 100.0, Timestamp('2021-02-05 00:00:00'), 0], [Timestamp('2021-03-02 00:00:00'), 4125000.0, 100.0, Timestamp('2021-03-04 00:00:00'), 2]]",3,1546225.0,0,0.0,,0,1,0,1451225.0,0.0,,0,0.0,0.0,0.0,0.0,0-30
2021-02-05,f77b2bc4-2e64-4f11-b8fb-8e220b81f810,700f1f91-3961-4e58-5b5d-08d8b45f5192,,375000.0,True,False,"[[Timestamp('2021-02-05 00:00:00'), 375000.0]]",375000.0,0.0,100.0,2021-02-05,0,1,"[[Timestamp('2021-01-09 00:00:00'), 1451225.0, 100.0, Timestamp('2021-03-04 00:00:00'), 54], [Timestamp('2021-01-12 00:00:00'), 875875.0, 99.9000999000999, Timestamp('2021-01-12 00:00:00'), 0], [Timestamp('2021-01-19 00:00:00'), 350350.0, 99.9000999000999, Timestamp('2021-01-19 00:00:00'), 0], [Timestamp('2021-01-26 00:00:00'), 320000.0, 100.0, Timestamp('2021-01-26 00:00:00'), 0], [Timestamp('2021-02-05 00:00:00'), 175175.0, 100.0, Timestamp('2021-03-04 00:00:00'), 27], [Timestamp('2021-02-05 00:00:00'), 375000.0, 100.0, Timestamp('2021-02-05 00:00:00'), 0], [Timestamp('2021-03-02 00:00:00'), 4125000.0, 100.0, Timestamp('2021-03-04 00:00:00'), 2]]",3,1546225.0,0,0.0,,0,1,0,1451225.0,0.0,,0,0.0,0.0,0.0,0.0,
2021-03-02,f844b065-0c28-4712-a232-15db10c5e459,700f1f91-3961-4e58-5b5d-08d8b45f5192,,4125000.0,True,False,"[[Timestamp('2021-02-05 00:00:00'), 1500000.0], [Timestamp('2021-03-02 00:00:00'), 375000.0], [Timestamp('2021-03-04 00:00:00'), 2250000.0]]",4125000.0,0.0,100.0,2021-03-04,2,1,"[[Timestamp('2021-01-09 00:00:00'), 1451225.0, 100.0, Timestamp('2021-03-04 00:00:00'), 54], [Timestamp('2021-01-12 00:00:00'), 875875.0, 99.9000999000999, Timestamp('2021-01-12 00:00:00'), 0], [Timestamp('2021-01-19 00:00:00'), 350350.0, 99.9000999000999, Timestamp('2021-01-19 00:00:00'), 0], [Timestamp('2021-01-26 00:00:00'), 320000.0, 100.0, Timestamp('2021-01-26 00:00:00'), 0], [Timestamp('2021-02-05 00:00:00'), 175175.0, 100.0, Timestamp('2021-03-04 00:00:00'), 27], [Timestamp('2021-02-05 00:00:00'), 375000.0, 100.0, Timestamp('2021-02-05 00:00:00'), 0], [Timestamp('2021-03-02 00:00:00'), 4125000.0, 100.0, Timestamp('2021-03-04 00:00:00'), 2]]",4,1921225.0,0,0.0,,0,2,1,1626400.0,1451225.0,[1451225.0],52,0.0,0.0,0.5,0.8922927939006394,0-30
2021-01-14,085c47ef-71ae-4c98-83e4-6281765d0391,719b0452-a604-40dc-0c38-08d8615dff18,Distributor,840000.0,True,False,"[[Timestamp('2021-01-21 00:00:00'), 840000.0]]",840000.0,0.0,100.0,2021-01-21,7,-1,"[[Timestamp('2021-01-14 00:00:00'), 840000.0, 100.0, Timestamp('2021-01-21 00:00:00'), 7], [Timestamp('2021-01-21 00:00:00'), 520000.0, 100.0, Timestamp('2021-01-29 00:00:00'), 8], [Timestamp('2021-03-11 00:00:00'), 1300000.0, 100.0, Timestamp('2021-03-11 00:00:00'), 0], [Timestamp('2021-04-08 00:00:00'), 1050000.0, 100.0, Timestamp('2021-04-08 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,0-30
2021-01-21,5027528e-9d1c-4fa8-b685-a258f88365f9,719b0452-a604-40dc-0c38-08d8615dff18,,520000.0,True,False,"[[Timestamp('2021-01-29 00:00:00'), 520000.0]]",520000.0,0.0,100.0,2021-01-29,8,0,"[[Timestamp('2021-01-14 00:00:00'), 840000.0, 100.0, Timestamp('2021-01-21 00:00:00'), 7], [Timestamp('2021-01-21 00:00:00'), 520000.0, 100.0, Timestamp('2021-01-29 00:00:00'), 8], [Timestamp('2021-03-11 00:00:00'), 1300000.0, 100.0, Timestamp('2021-03-11 00:00:00'), 0], [Timestamp('2021-04-08 00:00:00'), 1050000.0, 100.0, Timestamp('2021-04-08 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,0-30
2021-03-11,aa93e010-3f48-4998-843f-0ea21178521c,719b0452-a604-40dc-0c38-08d8615dff18,,1300000.0,True,False,"[[Timestamp('2021-03-11 00:00:00'), 1300000.0]]",1300000.0,0.0,100.0,2021-03-11,0,1,"[[Timestamp('2021-01-14 00:00:00'), 840000.0, 100.0, Timestamp('2021-01-21 00:00:00'), 7], [Timestamp('2021-01-21 00:00:00'), 520000.0, 100.0, Timestamp('2021-01-29 00:00:00'), 8], [Timestamp('2021-03-11 00:00:00'), 1300000.0, 100.0, Timestamp('2021-03-11 00:00:00'), 0], [Timestamp('2021-04-08 00:00:00'), 1050000.0, 100.0, Timestamp('2021-04-08 00:00:00'), 0]]",2,1360000.0,0,0.0,,0,0,0,0.0,0.0,,0,0.0,0.0,,,
2021-04-08,5d29b31c-57e9-4dce-b2df-da8b0a10b6af,719b0452-a604-40dc-0c38-08d8615dff18,,1050000.0,True,False,"[[Timestamp('2021-04-08 00:00:00'), 1050000.0]]",1050000.0,0.0,100.0,2021-04-08,0,1,"[[Timestamp('2021-01-14 00:00:00'), 840000.0, 100.0, Timestamp('2021-01-21 00:00:00'), 7], [Timestamp('2021-01-21 00:00:00'), 520000.0, 100.0, Timestamp('2021-01-29 00:00:00'), 8], [Timestamp('2021-03-11 00:00:00'), 1300000.0, 100.0, Timestamp('2021-03-11 00:00:00'), 0], [Timestamp('2021-04-08 00:00:00'), 1050000.0, 100.0, Timestamp('2021-04-08 00:00:00'), 0]]",3,2660000.0,0,0.0,,0,0,0,0.0,0.0,,0,0.0,0.0,,,
2021-02-25,0402c1e6-5cd1-4265-88db-a42a2409b623,72377592-422b-4e2a-ab6c-cac5761e8448,Kindly approve Sir,1500000.0,True,False,"[[Timestamp('2021-02-25 00:00:00'), 1500000.0]]",1500000.0,0.0,100.0,2021-02-25,0,-1,"[[Timestamp('2021-02-25 00:00:00'), 1500000.0, 100.0, Timestamp('2021-02-25 00:00:00'), 0], [Timestamp('2021-04-27 00:00:00'), 1500000.0, 100.0, Timestamp('2021-04-29 00:00:00'), 1]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-04-27,0ee9dae3-5fd9-4d67-a81a-2b9e2d4ec6d5,72377592-422b-4e2a-ab6c-cac5761e8448,Kindly approve Sir,1500000.0,True,False,"[[Timestamp('2021-04-29 00:00:00'), 1500000.0]]",1500000.0,0.0,100.0,2021-04-29,1,1,"[[Timestamp('2021-02-25 00:00:00'), 1500000.0, 100.0, Timestamp('2021-02-25 00:00:00'), 0], [Timestamp('2021-04-27 00:00:00'), 1500000.0, 100.0, Timestamp('2021-04-29 00:00:00'), 1]]",1,1500000.0,0,0.0,,0,0,0,0.0,0.0,,0,0.0,0.0,,,0-30
2021-01-22,71b052b6-843c-4a28-a4b2-db1c42ed02e1,74663f69-b92c-45ad-a18f-fac84a567cb9,Kindly approve Sir,75000.0,True,False,"[[Timestamp('2021-01-22 00:00:00'), 75000.0]]",75000.0,0.0,100.0,2021-01-22,0,-1,"[[Timestamp('2021-01-22 00:00:00'), 75000.0, 100.0, Timestamp('2021-01-22 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-01-18,64efc677-d28c-4c03-9eb3-7109ac48e2c8,74e984da-4fcb-4b8d-c00c-08d8b8c62267,,233750.0,True,False,"[[Timestamp('2021-01-18 00:00:00'), 233750.0]]",233750.0,0.0,100.0,2021-01-18,0,-1,"[[Timestamp('2021-01-18 00:00:00'), 233750.0, 100.0, Timestamp('2021-01-18 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-02-16,f93cf867-3c64-4852-82f9-50c0e0f2daea,75a01ace-1b7c-4383-5b25-08d8ce7584a2,,70500.0,True,False,"[[Timestamp('2021-02-16 00:00:00'), 70500.0]]",70500.0,0.0,100.0,2021-02-16,0,-1,"[[Timestamp('2021-02-16 00:00:00'), 70500.0, 100.0, Timestamp('2021-02-16 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-02-02,c5a41d62-540c-4ee4-99d4-7fcdd9ee65f9,766629c1-16ac-4b94-b1c6-3e35894eee14,,1300000.0,True,False,"[[Timestamp('2021-02-02 00:00:00'), 1300000.0]]",1300000.0,0.0,100.0,2021-02-02,0,-1,"[[Timestamp('2021-02-02 00:00:00'), 1300000.0, 100.0, Timestamp('2021-02-02 00:00:00'), 0], [Timestamp('2021-03-05 00:00:00'), 2180000.0, 100.0, Timestamp('2021-03-05 00:00:00'), 0], [Timestamp('2021-03-30 00:00:00'), 1300000.0, 100.0, Timestamp('2021-04-06 00:00:00'), 7]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-03-05,969aa199-34c3-4bcc-ab56-3fb6bde4025e,766629c1-16ac-4b94-b1c6-3e35894eee14,,2180000.0,True,False,"[[Timestamp('2021-03-05 00:00:00'), 2180000.0]]",2180000.0,0.0,100.0,2021-03-05,0,1,"[[Timestamp('2021-02-02 00:00:00'), 1300000.0, 100.0, Timestamp('2021-02-02 00:00:00'), 0], [Timestamp('2021-03-05 00:00:00'), 2180000.0, 100.0, Timestamp('2021-03-05 00:00:00'), 0], [Timestamp('2021-03-30 00:00:00'), 1300000.0, 100.0, Timestamp('2021-04-06 00:00:00'), 7]]",1,1300000.0,0,0.0,,0,0,0,0.0,0.0,,0,0.0,0.0,,,
2021-03-30,4b833e61-69ec-4c50-b573-7b919d50ef43,766629c1-16ac-4b94-b1c6-3e35894eee14,,1300000.0,True,False,"[[Timestamp('2021-03-30 00:00:00'), 0.0], [Timestamp('2021-04-06 00:00:00'), 1300000.0]]",1300000.0,0.0,100.0,2021-04-06,7,1,"[[Timestamp('2021-02-02 00:00:00'), 1300000.0, 100.0, Timestamp('2021-02-02 00:00:00'), 0], [Timestamp('2021-03-05 00:00:00'), 2180000.0, 100.0, Timestamp('2021-03-05 00:00:00'), 0], [Timestamp('2021-03-30 00:00:00'), 1300000.0, 100.0, Timestamp('2021-04-06 00:00:00'), 7]]",2,3480000.0,0,0.0,,0,0,0,0.0,0.0,,0,0.0,0.0,,,0-30
2021-03-16,bb55d623-79c8-4aa4-9192-327631221f27,780a40e9-96a3-4d48-3122-08d8e48fa4e7,,150000.0,True,False,"[[Timestamp('2021-03-16 00:00:00'), 150000.0]]",150000.0,0.0,100.0,2021-03-16,0,-1,"[[Timestamp('2021-03-16 00:00:00'), 150000.0, 100.0, Timestamp('2021-03-16 00:00:00'), 0], [Timestamp('2021-03-19 00:00:00'), 42250.0, 100.0, Timestamp('2021-04-15 00:00:00'), 26], [Timestamp('2021-04-15 00:00:00'), 7000.0, 100.0, Timestamp('2021-04-15 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-03-19,7eb6f210-dff4-41bd-996b-4c601c8085d1,780a40e9-96a3-4d48-3122-08d8e48fa4e7,,42250.0,True,False,"[[Timestamp('2021-04-15 00:00:00'), 42250.0]]",42250.0,0.0,100.0,2021-04-15,26,1,"[[Timestamp('2021-03-16 00:00:00'), 150000.0, 100.0, Timestamp('2021-03-16 00:00:00'), 0], [Timestamp('2021-03-19 00:00:00'), 42250.0, 100.0, Timestamp('2021-04-15 00:00:00'), 26], [Timestamp('2021-04-15 00:00:00'), 7000.0, 100.0, Timestamp('2021-04-15 00:00:00'), 0]]",1,150000.0,0,0.0,,0,0,0,0.0,0.0,,0,0.0,0.0,,,0-30
2021-04-15,22142522-94ca-4834-b7a3-2e06b70b1c93,780a40e9-96a3-4d48-3122-08d8e48fa4e7,,7000.0,True,False,"[[Timestamp('2021-04-15 00:00:00'), 7000.0]]",7000.0,0.0,100.0,2021-04-15,0,0,"[[Timestamp('2021-03-16 00:00:00'), 150000.0, 100.0, Timestamp('2021-03-16 00:00:00'), 0], [Timestamp('2021-03-19 00:00:00'), 42250.0, 100.0, Timestamp('2021-04-15 00:00:00'), 26], [Timestamp('2021-04-15 00:00:00'), 7000.0, 100.0, Timestamp('2021-04-15 00:00:00'), 0]]",1,150000.0,0,0.0,,0,0,0,0.0,0.0,,0,0.0,0.0,,,
2021-02-08,bdfb4ae6-9060-4b9c-9266-d4644e0b5aad,789c7dd6-7c7e-4a80-9a13-6b1f92893429,,14850.0,True,False,"[[Timestamp('2021-02-08 00:00:00'), 14850.0]]",14850.0,0.0,100.0,2021-02-08,0,-1,"[[Timestamp('2021-02-08 00:00:00'), 14850.0, 100.0, Timestamp('2021-02-08 00:00:00'), 0], [Timestamp('2021-02-25 00:00:00'), 74250.0, 100.0, Timestamp('2021-02-25 00:00:00'), 0], [Timestamp('2021-04-30 00:00:00'), 23437.5, 100.0, Timestamp('2021-04-30 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
